YYYYMMDD,t1 [days],Ap1 [2 nT],YYYYMMDD,t2 [days],Ap2 [2 nT]
19500319,6653,84,20010319,6653,37
19500320,6654,9,20010320,6654,74
19500321,6655,27,20010321,6655,8
19500322,6656,23,20010322,6656,12
19500323,6657,6,20010323,6657,28
19500324,6658,24,20010324,6658,11
19500325,6659,12,20010325,6659,6
19500326,6660,8,20010326,6660,4
19500327,6661,39,20010327,6661,27
19500328,6662,11,20010328,6662,44
19500329,6663,14,20010329,6663,22
19500330,6664,8,20010330,6664,12
19500331,6665,20,20010331,6665,192
19500401,6666,40,20010401,6666,38
19500402,6667,35,20010402,6667,22
19500403,6668,31,20010403,6668,6
19500404,6669,31,20010404,6669,23
19500405,6670,53,20010405,6670,19
19500406,6671,30,20010406,6671,13
19500407,6672,18,20010407,6672,20
19500408,6673,8,20010408,6673,63
19500409,6674,9,20010409,6674,20
19500410,6675,9,20010410,6675,11
19500411,6676,7,20010411,6676,85
19500412,6677,20,20010412,6677,50
19500413,6678,11,20010413,6678,50
19500414,6679,5,20010414,6679,18
19500415,6680,19,20010415,6680,13
19500416,6681,10,20010416,6681,8
19500417,6682,11,20010417,6682,6
19500418,6683,15,20010418,6683,50
19500419,6684,24,20010419,6684,6
19500420,6685,24,20010420,6685,6
19500421,6686,4,20010421,6686,8
19500422,6687,5,20010422,6687,37
19500423,6688,17,20010423,6688,16
19500424,6689,33,20010424,6689,6
19500425,6690,9,20010425,6690,6
19500426,6691,4,20010426,6691,6
19500427,6692,5,20010427,6692,4
19500428,6693,13,20010428,6693,40
19500429,6694,17,20010429,6694,13
19500430,6695,33,20010430,6695,1
19500501,6696,6,20010501,6696,3
19500502,6697,21,20010502,6697,5
19500503,6698,43,20010503,6698,6
19500504,6699,23,20010504,6699,7
19500505,6700,22,20010505,6700,3
19500506,6701,10,20010506,6701,5
19500507,6702,11,20010507,6702,12
19500508,6703,5,20010508,6703,16
19500509,6704,2,20010509,6704,39
19500510,6705,8,20010510,6705,23
19500511,6706,14,20010511,6706,6
19500512,6707,5,20010512,6707,30
19500513,6708,16,20010513,6708,27
19500514,6709,17,20010514,6709,11
19500515,6710,23,20010515,6710,11
19500516,6711,11,20010516,6711,7
19500517,6712,6,20010517,6712,6
19500518,6713,4,20010518,6713,8
19500519,6714,4,20010519,6714,10
19500520,6715,8,20010520,6715,5
19500521,6716,8,20010521,6716,4
19500522,6717,19,20010522,6717,7
19500523,6718,33,20010523,6718,9
19500524,6719,12,20010524,6719,5
19500525,6720,10,20010525,6720,7
19500526,6721,15,20010526,6721,5
19500527,6722,40,20010527,6722,8
19500528,6723,63,20010528,6723,18
19500529,6724,22,20010529,6724,9
19500530,6725,16,20010530,6725,3
19500531,6726,6,20010531,6726,2
19500601,6727,17,20010601,6727,9
19500602,6728,18,20010602,6728,22
19500603,6729,16,20010603,6729,6
19500604,6730,7,20010604,6730,7
19500605,6731,8,20010605,6731,5
19500606,6732,38,20010606,6732,6
19500607,6733,5,20010607,6733,9
19500608,6734,8,20010608,6734,7
19500609,6735,26,20010609,6735,25
19500610,6736,20,20010610,6736,20
19500611,6737,7,20010611,6737,8
19500612,6738,8,20010612,6738,4
19500613,6739,4,20010613,6739,8
19500614,6740,5,20010614,6740,7
19500615,6741,4,20010615,6741,7
19500616,6742,6,20010616,6742,5
19500617,6743,14,20010617,6743,7
19500618,6744,7,20010618,6744,36
19500619,6745,4,20010619,6745,12
19500620,6746,5,20010620,6746,11
19500621,6747,8,20010621,6747,13
19500622,6748,11,20010622,6748,5
19500623,6749,23,20010623,6749,5
19500624,6750,44,20010624,6750,7
19500625,6751,18,20010625,6751,6
19500626,6752,10,20010626,6752,13
19500627,6753,5,20010627,6753,6
19500628,6754,4,20010628,6754,2
19500629,6755,36,20010629,6755,3
19500630,6756,39,20010630,6756,6
19500701,6757,12,20010701,6757,7
19500702,6758,6,20010702,6758,4
19500703,6759,15,20010703,6759,6
19500704,6760,29,20010704,6760,6
19500705,6761,16,20010705,6761,12
19500706,6762,10,20010706,6762,8
19500707,6763,10,20010707,6763,5
19500708,6764,6,20010708,6764,14
19500709,6765,13,20010709,6765,10
19500710,6766,8,20010710,6766,9
19500711,6767,32,20010711,6767,7
19500712,6768,47,20010712,6768,6
19500713,6769,25,20010713,6769,6
19500714,6770,11,20010714,6770,12
19500715,6771,10,20010715,6771,10
19500716,6772,9,20010716,6772,13
19500717,6773,7,20010717,6773,16
19500718,6774,5,20010718,6774,8
19500719,6775,4,20010719,6775,7
19500720,6776,6,20010720,6776,4
19500721,6777,9,20010721,6777,4
19500722,6778,10,20010722,6778,8
19500723,6779,3,20010723,6779,9
19500724,6780,33,20010724,6780,12
19500725,6781,40,20010725,6781,20
19500726,6782,5,20010726,6782,10
19500727,6783,9,20010727,6783,6
19500728,6784,10,20010728,6784,3
19500729,6785,10,20010729,6785,5
19500730,6786,11,20010730,6786,7
19500731,6787,13,20010731,6787,26
19500801,6788,18,20010801,6788,9
19500802,6789,20,20010802,6789,6
19500803,6790,21,20010803,6790,12
19500804,6791,9,20010804,6791,6
19500805,6792,6,20010805,6792,21
19500806,6793,11,20010806,6793,17
19500807,6794,42,20010807,6794,7
19500808,6795,71,20010808,6795,6
19500809,6796,38,20010809,6796,7
19500810,6797,42,20010810,6797,6
19500811,6798,29,20010811,6798,4
19500812,6799,29,20010812,6799,12
19500813,6800,13,20010813,6800,22
19500814,6801,23,20010814,6801,10
19500815,6802,12,20010815,6802,5
19500816,6803,5,20010816,6803,3
19500817,6804,3,20010817,6804,42
19500818,6805,14,20010818,6805,15
19500819,6806,136,20010819,6806,8
19500820,6807,108,20010820,6807,6
19500821,6808,19,20010821,6808,13
19500822,6809,6,20010822,6809,19
19500823,6810,8,20010823,6810,8
19500824,6811,5,20010824,6811,3
19500825,6812,5,20010825,6812,10
19500826,6813,2,20010826,6813,10
19500827,6814,6,20010827,6814,13
19500828,6815,19,20010828,6815,11
19500829,6816,21,20010829,6816,5
19500830,6817,15,20010830,6817,10
19500831,6818,8,20010831,6818,12
19500901,6819,5,20010901,6819,4
19500902,6820,5,20010902,6820,4
19500903,6821,56,20010903,6821,17
19500904,6822,42,20010904,6822,15
19500905,6823,64,20010905,6823,8
19500906,6824,46,20010906,6824,5
19500907,6825,20,20010907,6825,3
19500908,6826,41,20010908,6826,6
19500909,6827,17,20010909,6827,4
19500910,6828,22,20010910,6828,3
19500911,6829,21,20010911,6829,9
19500912,6830,11,20010912,6830,12
19500913,6831,13,20010913,6831,18
19500914,6832,4,20010914,6832,9
19500915,6833,3,20010915,6833,20
19500916,6834,20,20010916,6834,8
19500917,6835,21,20010917,6835,6
19500918,6836,27,20010918,6836,11
19500919,6837,28,20010919,6837,9
19500920,6838,38,20010920,6838,4
19500921,6839,9,20010921,6839,4
19500922,6840,4,20010922,6840,8
19500923,6841,27,20010923,6841,41
19500924,6842,40,20010924,6842,8
19500925,6843,36,20010925,6843,33
19500926,6844,17,20010926,6844,26
19500927,6845,11,20010927,6845,11
19500928,6846,7,20010928,6846,14
19500929,6847,3,20010929,6847,28
19500930,6848,12,20010930,6848,29
19501001,6849,58,20011001,6849,48
19501002,6850,79,20011002,6850,52
19501003,6851,52,20011003,6851,69
19501004,6852,50,20011004,6852,17
19501005,6853,37,20011005,6853,8
19501006,6854,24,20011006,6854,7
19501007,6855,34,20011007,6855,3
19501008,6856,12,20011008,6856,16
19501009,6857,11,20011009,6857,18
19501010,6858,5,20011010,6858,7
19501011,6859,6,20011011,6859,21
19501012,6860,14,20011012,6860,34
19501013,6861,11,20011013,6861,11
19501014,6862,44,20011014,6862,13
19501015,6863,25,20011015,6863,10
19501016,6864,44,20011016,6864,7
19501017,6865,26,20011017,6865,4
19501018,6866,14,20011018,6866,3
19501019,6867,4,20011019,6867,9
19501020,6868,6,20011020,6868,11
19501021,6869,4,20011021,6869,57
19501022,6870,11,20011022,6870,96
19501023,6871,16,20011023,6871,17
19501024,6872,9,20011024,6872,2
19501025,6873,6,20011025,6873,7
19501026,6874,6,20011026,6874,4
19501027,6875,4,20011027,6875,6
19501028,6876,90,20011028,6876,44
19501029,6877,62,20011029,6877,14
19501030,6878,51,20011030,6878,7
19501031,6879,51,20011031,6879,12
19501101,6880,50,20011101,6880,24
19501102,6881,17,20011102,6881,5
19501103,6882,10,20011103,6882,2
19501104,6883,44,20011104,6883,5
19501105,6884,13,20011105,6884,21
19501106,6885,5,20011106,6885,142
19501107,6886,2,20011107,6886,19
19501108,6887,8,20011108,6887,6
19501109,6888,6,20011109,6888,5
19501110,6889,40,20011110,6889,7
19501111,6890,17,20011111,6890,5
19501112,6891,24,20011112,6891,2
19501113,6892,24,20011113,6892,4
19501114,6893,10,20011114,6893,3
19501115,6894,4,20011115,6894,9
19501116,6895,6,20011116,6895,7
19501117,6896,14,20011117,6896,13
19501118,6897,11,20011118,6897,10
19501119,6898,6,20011119,6898,20
19501120,6899,4,20011120,6899,8
19501121,6900,5,20011121,6900,4
19501122,6901,22,20011122,6901,9
19501123,6902,8,20011123,6902,13
19501124,6903,12,20011124,6903,104
19501125,6904,49,20011125,6904,8
19501126,6905,64,20011126,6905,4
19501127,6906,45,20011127,6906,2
19501128,6907,40,20011128,6907,2
19501129,6908,23,20011129,6908,3
19501130,6909,14,20011130,6909,2
19501201,6910,6,20011201,6910,7
19501202,6911,10,20011202,6911,4
19501203,6912,8,20011203,6912,8
19501204,6913,5,20011204,6913,10
19501205,6914,8,20011205,6914,11
19501206,6915,15,20011206,6915,11
19501207,6916,11,20011207,6916,6
19501208,6917,12,20011208,6917,6
19501209,6918,9,20011209,6918,3
19501210,6919,9,20011210,6919,4
19501211,6920,4,20011211,6920,4
19501212,6921,22,20011212,6921,11
19501213,6922,39,20011213,6922,3
19501214,6923,37,20011214,6923,4
19501215,6924,12,20011215,6924,9
19501216,6925,11,20011216,6925,10
19501217,6926,7,20011217,6926,16
19501218,6927,12,20011218,6927,9
19501219,6928,12,20011219,6928,8
19501220,6929,13,20011220,6929,4
19501221,6930,6,20011221,6930,14
19501222,6931,29,20011222,6931,8
19501223,6932,35,20011223,6932,7
19501224,6933,36,20011224,6933,23
19501225,6934,32,20011225,6934,9
19501226,6935,29,20011226,6935,6
19501227,6936,20,20011227,6936,7
19501228,6937,12,20011228,6937,4
19501229,6938,8,20011229,6938,11
19501230,6939,8,20011230,6939,21
19501231,6940,4,20011231,6940,15
19510101,6941,12,20020101,6941,8
19510102,6942,20,20020102,6942,8
19510103,6943,16,20020103,6943,2
19510104,6944,7,20020104,6944,3
19510105,6945,10,20020105,6945,2
19510106,6946,5,20020106,6946,2
19510107,6947,4,20020107,6947,7
19510108,6948,9,20020108,6948,11
19510109,6949,6,20020109,6949,2
19510110,6950,12,20020110,6950,19
19510111,6951,19,20020111,6951,27
19510112,6952,18,20020112,6952,17
19510113,6953,16,20020113,6953,13
19510114,6954,16,20020114,6954,8
19510115,6955,20,20020115,6955,7
19510116,6956,20,20020116,6956,4
19510117,6957,11,20020117,6957,8
19510118,6958,6,20020118,6958,5
19510119,6959,14,20020119,6959,14
19510120,6960,8,20020120,6960,10
19510121,6961,20,20020121,6961,11
19510122,6962,54,20020122,6962,6
19510123,6963,22,20020123,6963,8
19510124,6964,11,20020124,6964,4
19510125,6965,8,20020125,6965,10
19510126,6966,12,20020126,6966,8
19510127,6967,19,20020127,6967,8
19510128,6968,20,20020128,6968,7
19510129,6969,14,20020129,6969,4
19510130,6970,15,20020130,6970,3
19510131,6971,49,20020131,6971,6
19510201,6972,24,20020201,6972,14
19510202,6973,6,20020202,6973,19
19510203,6974,5,20020203,6974,4
19510204,6975,11,20020204,6975,6
19510205,6976,18,20020205,6976,23
19510206,6977,31,20020206,6977,22
19510207,6978,11,20020207,6978,15
19510208,6979,22,20020208,6979,11
19510209,6980,27,20020209,6980,11
19510210,6981,24,20020210,6981,9
19510211,6982,24,20020211,6982,14
19510212,6983,37,20020212,6983,9
19510213,6984,22,20020213,6984,12
19510214,6985,12,20020214,6985,3
19510215,6986,5,20020215,6986,3
19510216,6987,3,20020216,6987,5
19510217,6988,4,20020217,6988,12
19510218,6989,13,20020218,6989,11
19510219,6990,12,20020219,6990,6
19510220,6991,6,20020220,6991,8
19510221,6992,11,20020221,6992,8
19510222,6993,41,20020222,6993,8
19510223,6994,64,20020223,6994,4
19510224,6995,39,20020224,6995,5
19510225,6996,18,20020225,6996,6
19510226,6997,17,20020226,6997,8
19510227,6998,48,20020227,6998,6
19510228,6999,55,20020228,6999,25
19510301,7000,16,20020301,7000,10
19510302,7001,7,20020302,7001,6
19510303,7002,11,20020303,7002,11
19510304,7003,8,20020304,7003,10
19510305,7004,5,20020305,7004,21
19510306,7005,18,20020306,7005,17
19510307,7006,36,20020307,7006,9
19510308,7007,38,20020308,7007,4
19510309,7008,32,20020309,7008,5
19510310,7009,36,20020310,7009,9
19510311,7010,27,20020311,7010,10
19510312,7011,29,20020312,7011,11
19510313,7012,51,20020313,7012,5
19510314,7013,42,20020314,7013,3
19510315,7014,20,20020315,7014,5
19510316,7015,17,20020316,7015,3
19510317,7016,23,20020317,7016,2
19510318,7017,22,20020318,7017,14
19510319,7018,10,20020319,7018,19
19510320,7019,10,20020320,7019,9
19510321,7020,7,20020321,7020,7
19510322,7021,44,20020322,7021,6
19510323,7022,28,20020323,7022,13
19510324,7023,21,20020324,7023,45
19510325,7024,19,20020325,7024,7
19510326,7025,17,20020326,7025,11
19510327,7026,14,20020327,7026,4
19510328,7027,4,20020328,7027,2
19510329,7028,30,20020329,7028,5
19510330,7029,10,20020330,7029,20
19510331,7030,9,20020331,7030,20
19510401,7031,7,20020401,7031,18
19510402,7032,31,20020402,7032,14
19510403,7033,51,20020403,7033,14
19510404,7034,46,20020404,7034,5
19510405,7035,49,20020405,7035,3
19510406,7036,48,20020406,7036,4
19510407,7037,35,20020407,7037,7
19510408,7038,25,20020408,7038,2
19510409,7039,22,20020409,7039,3
19510410,7040,21,20020410,7040,5
19510411,7041,14,20020411,7041,15
19510412,7042,19,20020412,7042,16
19510413,7043,44,20020413,7043,17
19510414,7044,20,20020414,7044,13
19510415,7045,9,20020415,7045,6
19510416,7046,7,20020416,7046,7
19510417,7047,10,20020417,7047,62
19510418,7048,66,20020418,7048,63
19510419,7049,17,20020419,7049,62
19510420,7050,41,20020420,7050,70
19510421,7051,40,20020421,7051,5
19510422,7052,42,20020422,7052,11
19510423,7053,16,20020423,7053,27
19510424,7054,41,20020424,7054,7
19510425,7055,43,20020425,7055,3
19510426,7056,14,20020426,7056,3
19510427,7057,11,20020427,7057,10
19510428,7058,8,20020428,7058,20
19510429,7059,14,20020429,7059,9
19510430,7060,4,20020430,7060,7
19510501,7061,63,20020501,7061,4
19510502,7062,68,20020502,7062,5
19510503,7063,32,20020503,7063,5
19510504,7064,28,20020504,7064,4
19510505,7065,8,20020505,7065,3
19510506,7066,14,20020506,7066,8
19510507,7067,8,20020507,7067,8
19510508,7068,4,20020508,7068,8
19510509,7069,35,20020509,7069,6
19510510,7070,47,20020510,7070,15
19510511,7071,22,20020511,7071,49
19510512,7072,17,20020512,7072,15
19510513,7073,5,20020513,7073,8
19510514,7074,16,20020514,7074,29
19510515,7075,18,20020515,7075,12
19510516,7076,18,20020516,7076,7
19510517,7077,29,20020517,7077,5
19510518,7078,16,20020518,7078,14
19510519,7079,9,20020519,7079,11
19510520,7080,6,20020520,7080,10
19510521,7081,4,20020521,7081,10
19510522,7082,7,20020522,7082,8
19510523,7083,27,20020523,7083,78
19510524,7084,17,20020524,7084,2
19510525,7085,11,20020525,7085,4
19510526,7086,42,20020526,7086,7
19510527,7087,20,20020527,7087,22
19510528,7088,6,20020528,7088,9
19510529,7089,13,20020529,7089,7
19510530,7090,16,20020530,7090,6
19510531,7091,9,20020531,7091,3
19510601,7092,19,20020601,7092,4
19510602,7093,20,20020602,7093,16
19510603,7094,11,20020603,7094,10
19510604,7095,9,20020604,7095,13
19510605,7096,10,20020605,7096,6
19510606,7097,25,20020606,7097,4
19510607,7098,12,20020607,7098,5
19510608,7099,19,20020608,7099,14
19510609,7100,13,20020609,7100,8
19510610,7101,7,20020610,7101,14
19510611,7102,13,20020611,7102,8
19510612,7103,15,20020612,7103,6
19510613,7104,12,20020613,7104,7
19510614,7105,22,20020614,7105,4
19510615,7106,27,20020615,7106,4
19510616,7107,16,20020616,7107,7
19510617,7108,38,20020617,7108,4
19510618,7109,54,20020618,7109,10
19510619,7110,37,20020619,7110,11
19510620,7111,8,20020620,7111,5
19510621,7112,12,20020621,7112,7
19510622,7113,9,20020622,7113,6
19510623,7114,6,20020623,7114,9
19510624,7115,8,20020624,7115,5
19510625,7116,37,20020625,7116,8
19510626,7117,14,20020626,7117,5
19510627,7118,15,20020627,7118,2
19510628,7119,13,20020628,7119,2
19510629,7120,11,20020629,7120,5
19510630,7121,11,20020630,7121,12
19510701,7122,31,20020701,7122,14
19510702,7123,82,20020702,7123,5
19510703,7124,29,20020703,7124,4
19510704,7125,22,20020704,7125,5
19510705,7126,12,20020705,7126,12
19510706,7127,10,20020706,7127,22
19510707,7128,9,20020707,7128,8
19510708,7129,9,20020708,7129,8
19510709,7130,18,20020709,7130,12
19510710,7131,9,20020710,7131,7
19510711,7132,9,20020711,7132,5
19510712,7133,7,20020712,7133,19
19510713,7134,7,20020713,7134,6
19510714,7135,6,20020714,7135,2
19510715,7136,17,20020715,7136,4
19510716,7137,24,20020716,7137,12
19510717,7138,24,20020717,7138,20
19510718,7139,25,20020718,7139,5
19510719,7140,11,20020719,7140,10
19510720,7141,10,20020720,7141,18
19510721,7142,9,20020721,7142,20
19510722,7143,32,20020722,7143,16
19510723,7144,21,20020723,7144,17
19510724,7145,8,20020724,7145,7
19510725,7146,13,20020725,7146,12
19510726,7147,33,20020726,7147,12
19510727,7148,19,20020727,7148,17
19510728,7149,36,20020728,7149,11
19510729,7150,15,20020729,7150,10
19510730,7151,13,20020730,7151,6
19510731,7152,48,20020731,7152,7
19510801,7153,37,20020801,7153,25
19510802,7154,24,20020802,7154,42
19510803,7155,9,20020803,7155,14
19510804,7156,16,20020804,7156,13
19510805,7157,12,20020805,7157,4
19510806,7158,11,20020806,7158,4
19510807,7159,11,20020807,7159,4
19510808,7160,7,20020808,7160,6
19510809,7161,11,20020809,7161,14
19510810,7162,9,20020810,7162,15
19510811,7163,16,20020811,7163,13
19510812,7164,20,20020812,7164,12
19510813,7165,43,20020813,7165,8
19510814,7166,10,20020814,7166,12
19510815,7167,20,20020815,7167,22
19510816,7168,30,20020816,7168,11
19510817,7169,15,20020817,7169,8
19510818,7170,6,20020818,7170,21
19510819,7171,13,20020819,7171,30
19510820,7172,42,20020820,7172,30
19510821,7173,54,20020821,7173,32
19510822,7174,36,20020822,7174,8
19510823,7175,26,20020823,7175,7
19510824,7176,24,20020824,7176,4
19510825,7177,42,20020825,7177,5
19510826,7178,37,20020826,7178,16
19510827,7179,27,20020827,7179,13
19510828,7180,19,20020828,7180,7
19510829,7181,16,20020829,7181,8
19510830,7182,9,20020830,7182,8
19510831,7183,18,20020831,7183,7
19510901,7184,7,20020901,7184,11
19510902,7185,5,20020902,7185,8
19510903,7186,10,20020903,7186,7
19510904,7187,8,20020904,7187,42
19510905,7188,15,20020905,7188,7
19510906,7189,19,20020906,7189,7
19510907,7190,9,20020907,7190,57
19510908,7191,10,20020908,7191,36
19510909,7192,19,20020909,7192,9
19510910,7193,33,20020910,7193,24
19510911,7194,40,20020911,7194,26
19510912,7195,34,20020912,7195,14
19510913,7196,47,20020913,7196,11
19510914,7197,28,20020914,7197,8
19510915,7198,40,20020915,7198,6
19510916,7199,82,20020916,7199,6
19510917,7200,49,20020917,7200,11
19510918,7201,28,20020918,7201,14
19510919,7202,59,20020919,7202,15
19510920,7203,106,20020920,7203,4
19510921,7204,88,20020921,7204,6
19510922,7205,85,20020922,7205,6
19510923,7206,51,20020923,7206,2
19510924,7207,42,20020924,7207,2
19510925,7208,116,20020925,7208,2
19510926,7209,73,20020926,7209,5
19510927,7210,48,20020927,7210,6
19510928,7211,14,20020928,7211,5
19510929,7212,22,20020929,7212,4
19510930,7213,10,20020930,7213,28
19511001,7214,7,20021001,7214,67
19511002,7215,15,20021002,7215,53
19511003,7216,7,20021003,7216,45
19511004,7217,4,20021004,7217,64
19511005,7218,5,20021005,7218,28
19511006,7219,2,20021006,7219,15
19511007,7220,37,20021007,7220,48
19511008,7221,60,20021008,7221,33
19511009,7222,32,20021009,7222,20
19511010,7223,42,20021010,7223,16
19511011,7224,19,20021011,7224,6
19511012,7225,14,20021012,7225,6
19511013,7226,28,20021013,7226,5
19511014,7227,24,20021014,7227,23
19511015,7228,12,20021015,7228,18
19511016,7229,22,20021016,7229,18
19511017,7230,91,20021017,7230,13
19511018,7231,47,20021018,7231,14
19511019,7232,50,20021019,7232,14
19511020,7233,26,20021020,7233,10
19511021,7234,16,20021021,7234,8
19511022,7235,22,20021022,7235,10
19511023,7236,10,20021023,7236,11
19511024,7237,5,20021024,7237,63
19511025,7238,3,20021025,7238,39
19511026,7239,16,20021026,7239,27
19511027,7240,10,20021027,7240,25
19511028,7241,98,20021028,7241,19
19511029,7242,11,20021029,7242,14
19511030,7243,9,20021030,7243,16
19511031,7244,3,20021031,7244,20
19511101,7245,5,20021101,7245,7
19511102,7246,14,20021102,7246,28
19511103,7247,31,20021103,7247,35
19511104,7248,30,20021104,7248,23
19511105,7249,16,20021105,7249,24
19511106,7250,21,20021106,7250,21
19511107,7251,23,20021107,7251,13
19511108,7252,9,20021108,7252,5
19511109,7253,18,20021109,7253,6
19511110,7254,4,20021110,7254,17
19511111,7255,7,20021111,7255,12
19511112,7256,28,20021112,7256,17
19511113,7257,43,20021113,7257,13
19511114,7258,47,20021114,7258,8
19511115,7259,29,20021115,7259,12
19511116,7260,13,20021116,7260,7
19511117,7261,22,20021117,7261,7
19511118,7262,8,20021118,7262,10
19511119,7263,7,20021119,7263,14
19511120,7264,13,20021120,7264,25
19511121,7265,10,20021121,7265,50
19511122,7266,15,20021122,7266,26
19511123,7267,18,20021123,7267,17
19511124,7268,14,20021124,7268,15
19511125,7269,18,20021125,7269,15
19511126,7270,12,20021126,7270,13
19511127,7271,7,20021127,7271,24
19511128,7272,19,20021128,7272,12
19511129,7273,25,20021129,7273,14
19511130,7274,14,20021130,7274,16
19511201,7275,13,20021201,7275,18
19511202,7276,16,20021202,7276,13
19511203,7277,12,20021203,7277,11
19511204,7278,28,20021204,7278,12
19511205,7279,13,20021205,7279,9
19511206,7280,5,20021206,7280,9
19511207,7281,12,20021207,7281,18
19511208,7282,55,20021208,7282,12
19511209,7283,44,20021209,7283,6
19511210,7284,31,20021210,7284,5
19511211,7285,32,20021211,7285,4
19511212,7286,11,20021212,7286,5
19511213,7287,8,20021213,7287,4
19511214,7288,10,20021214,7288,13
19511215,7289,25,20021215,7289,8
19511216,7290,11,20021216,7290,5
19511217,7291,19,20021217,7291,3
19511218,7292,25,20021218,7292,3
19511219,7293,24,20021219,7293,25
19511220,7294,16,20021220,7294,21
19511221,7295,8,20021221,7295,21
19511222,7296,37,20021222,7296,10
19511223,7297,18,20021223,7297,24
19511224,7298,4,20021224,7298,20
19511225,7299,4,20021225,7299,12
19511226,7300,3,20021226,7300,15
19511227,7301,14,20021227,7301,37
19511228,7302,68,20021228,7302,19
19511229,7303,9,20021229,7303,13
19511230,7304,8,20021230,7304,11
19511231,7305,38,20021231,7305,7
19520101,7306,23,20030101,7306,7
19520102,7307,8,20030102,7307,6
19520103,7308,9,20030103,7308,18
19520104,7309,17,20030104,7309,16
19520105,7310,44,20030105,7310,7
19520106,7311,27,20030106,7311,4
19520107,7312,20,20030107,7312,6
19520108,7313,14,20030108,7313,4
19520109,7314,12,20030109,7314,3
19520110,7315,31,20030110,7315,12
19520111,7316,24,20030111,7316,10
19520112,7317,37,20030112,7317,8
19520113,7318,41,20030113,7318,7
19520114,7319,41,20030114,7319,9
19520115,7320,34,20030115,7320,7
19520116,7321,14,20030116,7321,5
19520117,7322,7,20030117,7322,7
19520118,7323,4,20030118,7323,12
19520119,7324,5,20030119,7324,18
19520120,7325,5,20030120,7325,19
19520121,7326,6,20030121,7326,18
19520122,7327,8,20030122,7327,19
19520123,7328,21,20030123,7328,20
19520124,7329,14,20030124,7329,18
19520125,7330,12,20030125,7330,28
19520126,7331,6,20030126,7331,20
19520127,7332,32,20030127,7332,10
19520128,7333,23,20030128,7333,13
19520129,7334,35,20030129,7334,16
19520130,7335,16,20030130,7335,25
19520131,7336,10,20030131,7336,17
19520201,7337,34,20030201,7337,14
19520202,7338,14,20030202,7338,52
19520203,7339,6,20030203,7339,22
19520204,7340,4,20030204,7340,31
19520205,7341,3,20030205,7341,14
19520206,7342,44,20030206,7342,14
19520207,7343,38,20030207,7343,13
19520208,7344,43,20030208,7344,16
19520209,7345,27,20030209,7345,19
19520210,7346,35,20030210,7346,16
19520211,7347,38,20030211,7347,10
19520212,7348,37,20030212,7348,13
19520213,7349,30,20030213,7349,7
19520214,7350,17,20030214,7350,20
19520215,7351,10,20030215,7351,23
19520216,7352,54,20030216,7352,17
19520217,7353,14,20030217,7353,12
19520218,7354,16,20030218,7354,21
19520219,7355,36,20030219,7355,13
19520220,7356,14,20030220,7356,17
19520221,7357,6,20030221,7357,14
19520222,7358,6,20030222,7358,11
19520223,7359,9,20030223,7359,11
19520224,7360,72,20030224,7360,6
19520225,7361,17,20030225,7361,5
19520226,7362,27,20030226,7362,15
19520227,7363,42,20030227,7363,30
19520228,7364,39,20030228,7364,18
19520229,7365,21,20030301,7365,15
19520301,7366,16,20030302,7366,11
19520302,7367,5,20030303,7367,24
19520303,7368,42,20030304,7368,34
19520304,7369,70,20030305,7369,19
19520305,7370,94,20030306,7370,27
19520306,7371,82,20030307,7371,15
19520307,7372,58,20030308,7372,8
19520308,7373,54,20030309,7373,11
19520309,7374,51,20030310,7374,16
19520310,7375,41,20030311,7375,12
19520311,7376,33,20030312,7376,8
19520312,7377,20,20030313,7377,14
19520313,7378,12,20030314,7378,23
19520314,7379,8,20030315,7379,26
19520315,7380,16,20030316,7380,31
19520316,7381,21,20030317,7381,42
19520317,7382,26,20030318,7382,28
19520318,7383,12,20030319,7383,12
19520319,7384,7,20030320,7384,25
19520320,7385,4,20030321,7385,30
19520321,7386,38,20030322,7386,16
19520322,7387,32,20030323,7387,22
19520323,7388,48,20030324,7388,6
19520324,7389,48,20030325,7389,3
19520325,7390,26,20030326,7390,8
19520326,7391,16,20030327,7391,25
19520327,7392,18,20030328,7392,27
19520328,7393,5,20030329,7393,37
19520329,7394,8,20030330,7394,39
19520330,7395,45,20030331,7395,43
19520331,7396,80,20030401,7396,18
19520401,7397,39,20030402,7397,24
19520402,7398,77,20030403,7398,17
19520403,7399,82,20030404,7399,28
19520404,7400,56,20030405,7400,28
19520405,7401,53,20030406,7401,9
19520406,7402,49,20030407,7402,5
19520407,7403,35,20030408,7403,22
19520408,7404,34,20030409,7404,22
19520409,7405,33,20030410,7405,23
19520410,7406,33,20030411,7406,14
19520411,7407,11,20030412,7407,9
19520412,7408,9,20030413,7408,9
19520413,7409,18,20030414,7409,17
19520414,7410,12,20030415,7410,17
19520415,7411,18,20030416,7411,33
19520416,7412,20,20030417,7412,28
19520417,7413,15,20030418,7413,21
19520418,7414,15,20030419,7414,9
19520419,7415,27,20030420,7415,14
19520420,7416,8,20030421,7416,22
19520421,7417,94,20030422,7417,23
19520422,7418,34,20030423,7418,19
19520423,7419,17,20030424,7419,27
19520424,7420,13,20030425,7420,33
19520425,7421,9,20030426,7421,15
19520426,7422,8,20030427,7422,13
19520427,7423,5,20030428,7423,14
19520428,7424,30,20030429,7424,27
19520429,7425,87,20030430,7425,45
19520430,7426,66,20030501,7426,43
